file,label,result,total_moves,termination,total_time_white,total_time_black,avg_time_white,avg_time_black
metrics_minimax_trad_vs_minimax_nn_g22_swap.jsonl,minimax_trad_vs_minimax_nn,1/2-1/2,118,draw_3fold_claim,652.5512,9.5899,11.0602,0.1625
metrics_minimax_trad_vs_minimax_nn_g23_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,55,checkmate,347.2497,6.0164,12.4018,0.2228
metrics_minimax_trad_vs_minimax_nn_g24_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,65,checkmate,443.3905,9.3769,13.4361,0.293
metrics_minimax_trad_vs_minimax_nn_g25_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,119,checkmate,679.8415,11.6858,11.3307,0.1981
metrics_minimax_trad_vs_minimax_nn_g26_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,57,checkmate,426.7168,10.1566,14.7144,0.3627
metrics_minimax_trad_vs_minimax_nn_g27_swap.jsonl,minimax_trad_vs_minimax_nn,1/2-1/2,103,draw_3fold_claim,575.0987,12.8303,11.0596,0.2516
metrics_minimax_trad_vs_minimax_nn_g28_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,33,checkmate,366.7514,4.321,21.5736,0.2701
metrics_minimax_trad_vs_minimax_nn_g29_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,83,checkmate,408.1616,12.1893,9.7181,0.2973
metrics_minimax_trad_vs_minimax_nn_g2_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,68,checkmate,7.1513,356.5301,0.2103,10.4862
metrics_minimax_trad_vs_minimax_nn_g30_swap.jsonl,minimax_trad_vs_minimax_nn,1-0,63,checkmate,533.7031,12.3712,16.6782,0.3991
metrics_minimax_trad_vs_minimax_nn_g3_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,124,checkmate,19.0845,527.0382,0.3078,8.5006
metrics_minimax_trad_vs_minimax_nn_g4_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,56,checkmate,9.001,290.9977,0.3215,10.3928
metrics_minimax_trad_vs_minimax_nn_g5_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,110,checkmate,23.8205,619.6068,0.4331,11.2656
metrics_minimax_trad_vs_minimax_nn_g6_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,110,checkmate,12.427,639.6986,0.2259,11.6309
metrics_minimax_trad_vs_minimax_nn_g7_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,48,checkmate,6.287,243.5905,0.262,10.1496
metrics_minimax_trad_vs_minimax_nn_g8_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,108,checkmate,12.1096,474.0304,0.2243,8.7783
metrics_minimax_trad_vs_minimax_nn_g9_orig.jsonl,minimax_trad_vs_minimax_nn,0-1,102,checkmate,15.414,572.2942,0.3022,11.2215
